activity_id,viewer_id,movie_id,watch_date,watch_month,completion_pct,device,platform
A00832,V0082,M015,2025-01-07,2025-01,79,Tablet,Web
A00833,V0082,M024,2025-04-13,2025-04,70,Mobile,iOS
A00834,V0082,M009,2025-01-30,2025-01,37,Laptop,SmartTV
A00835,V0082,M016,2025-04-29,2025-04,30,TV,SmartTV
A00836,V0082,M005,2025-05-01,2025-05,40,TV,iOS
A00837,V0082,M020,2025-01-26,2025-01,57,Mobile,SmartTV
A00838,V0082,M006,2025-01-20,2025-01,21,Laptop,Android
A00839,V0082,M015,2025-04-02,2025-04,47,Mobile,Android
A00840,V0082,M015,2025-01-13,2025-01,86,Mobile,SmartTV
A00841,V0082,M023,2025-03-20,2025-03,26,Mobile,iOS
A00842,V0083,M025,2025-02-21,2025-02,67,TV,Android
A00843,V0083,M003,2025-01-05,2025-01,23,Mobile,Web
A00844,V0083,M007,2025-01-17,2025-01,32,TV,Android
A00845,V0083,M002,2025-04-17,2025-04,33,Laptop,Web
A00846,V0083,M018,2025-02-18,2025-02,46,Tablet,SmartTV
A00847,V0083,M004,2025-03-01,2025-03,33,Laptop,Web
A00848,V0083,M006,2025-01-04,2025-01,60,Mobile,SmartTV
A00849,V0083,M007,2025-04-28,2025-04,28,Laptop,Web
A00850,V0083,M002,2025-01-18,2025-01,72,Laptop,SmartTV
A00851,V0083,M004,2025-02-13,2025-02,32,Laptop,SmartTV
A00852,V0083,M022,2025-02-04,2025-02,42,Laptop,SmartTV
A00853,V0083,M003,2025-03-27,2025-03,97,Tablet,SmartTV
A00854,V0083,M017,2025-03-01,2025-03,95,Mobile,Android
A00855,V0083,M001,2025-02-01,2025-02,50,Tablet,Android
A00856,V0084,M002,2025-02-05,2025-02,83,Laptop,Android
A00857,V0084,M005,2025-04-07,2025-04,24,TV,SmartTV
A00858,V0084,M024,2025-03-26,2025-03,55,Laptop,iOS
A00859,V0084,M017,2025-04-17,2025-04,56,Mobile,Android
A00860,V0085,M011,2025-03-04,2025-03,89,Mobile,Android
A00861,V0085,M022,2025-02-26,2025-02,68,Laptop,Android
A00862,V0085,M015,2025-01-02,2025-01,82,Mobile,Android
A00863,V0085,M002,2025-02-06,2025-02,36,Mobile,Android
A00864,V0085,M019,2025-02-22,2025-02,84,Mobile,SmartTV
A00865,V0085,M024,2025-04-30,2025-04,41,TV,Android
A00866,V0085,M014,2025-02-15,2025-02,51,Laptop,Web
A00867,V0085,M019,2025-04-25,2025-04,45,Laptop,SmartTV
A00868,V0085,M003,2025-04-03,2025-04,68,TV,SmartTV
A00869,V0085,M015,2025-04-19,2025-04,98,Tablet,Android
A00870,V0085,M016,2025-01-06,2025-01,74,Mobile,Web
A00871,V0085,M020,2025-02-09,2025-02,42,Laptop,SmartTV
A00872,V0086,M010,2025-04-27,2025-04,68,Tablet,iOS
A00873,V0086,M011,2025-02-04,2025-02,80,TV,Android
A00874,V0086,M007,2025-01-02,2025-01,84,Laptop,SmartTV
A00875,V0086,M013,2025-04-17,2025-04,67,Tablet,SmartTV
A00876,V0086,M010,2025-01-19,2025-01,24,Mobile,SmartTV
A00877,V0086,M019,2025-02-11,2025-02,75,Laptop,Web
A00878,V0086,M017,2025-05-06,2025-05,67,Mobile,SmartTV
A00879,V0086,M014,2025-03-05,2025-03,81,Mobile,Web
A00880,V0086,M021,2025-01-08,2025-01,38,Laptop,SmartTV
A00881,V0086,M022,2025-02-07,2025-02,51,TV,iOS
A00882,V0086,M004,2025-01-24,2025-01,69,Tablet,iOS
A00883,V0086,M017,2025-02-18,2025-02,41,Tablet,Web
A00884,V0086,M023,2025-03-19,2025-03,88,Tablet,Web
A00885,V0086,M024,2025-04-16,2025-04,31,Mobile,Web
A00886,V0086,M005,2025-03-10,2025-03,46,Tablet,Web
A00887,V0086,M001,2025-02-13,2025-02,20,Mobile,iOS
A00888,V0087,M017,2025-04-17,2025-04,56,Tablet,Android
A00889,V0087,M006,2025-04-06,2025-04,37,TV,SmartTV
A00890,V0087,M006,2025-01-29,2025-01,92,TV,Android
A00891,V0087,M007,2025-01-16,2025-01,43,TV,Web
A00892,V0087,M014,2025-04-23,2025-04,99,Mobile,Android
A00893,V0087,M003,2025-03-17,2025-03,68,Mobile,Web
A00894,V0087,M003,2025-03-29,2025-03,94,TV,SmartTV
A00895,V0087,M016,2025-01-26,2025-01,27,Laptop,iOS
A00896,V0087,M022,2025-01-11,2025-01,47,Mobile,SmartTV
A00897,V0087,M020,2025-03-10,2025-03,80,Laptop,SmartTV
A00898,V0087,M011,2025-04-05,2025-04,63,Laptop,Android
A00899,V0087,M012,2025-04-13,2025-04,98,Mobile,Web
A00900,V0087,M011,2025-01-26,2025-01,78,Tablet,Android
A00901,V0087,M001,2025-02-01,2025-02,55,TV,Web
A00902,V0087,M015,2025-05-02,2025-05,72,TV,iOS
A00903,V0088,M001,2025-04-03,2025-04,61,Tablet,Android
A00904,V0088,M020,2025-05-05,2025-05,98,Mobile,Web
A00905,V0088,M014,2025-05-02,2025-05,32,Tablet,Web
A00906,V0088,M020,2025-02-19,2025-02,38,Mobile,Android
A00907,V0088,M016,2025-01-23,2025-01,90,Tablet,Android
A00908,V0088,M015,2025-01-30,2025-01,89,TV,Android
A00909,V0088,M007,2025-02-13,2025-02,31,Mobile,SmartTV
A00910,V0088,M023,2025-01-08,2025-01,61,Tablet,Web
A00911,V0088,M008,2025-03-07,2025-03,80,Mobile,Android
A00912,V0088,M018,2025-05-06,2025-05,62,TV,iOS
A00913,V0088,M021,2025-03-29,2025-03,68,Tablet,Android
A00914,V0088,M008,2025-03-08,2025-03,57,Mobile,iOS
A00915,V0089,M011,2025-02-18,2025-02,34,Laptop,Android
A00916,V0089,M011,2025-04-08,2025-04,20,Laptop,iOS
A00917,V0089,M019,2025-02-18,2025-02,74,Laptop,Web
A00918,V0089,M022,2025-02-02,2025-02,97,TV,iOS
A00919,V0090,M001,2025-04-28,2025-04,38,Laptop,Android
A00920,V0090,M016,2025-04-27,2025-04,96,Laptop,Android
A00921,V0090,M024,2025-01-09,2025-01,60,Laptop,iOS
A00922,V0090,M009,2025-05-03,2025-05,47,Tablet,Web
A00923,V0090,M023,2025-04-07,2025-04,62,TV,Android
A00924,V0090,M024,2025-02-27,2025-02,26,TV,SmartTV
A00925,V0090,M024,2025-04-11,2025-04,40,Mobile,SmartTV
A00926,V0090,M011,2025-04-19,2025-04,80,Laptop,SmartTV
A00927,V0090,M013,2025-01-19,2025-01,56,Laptop,Android
A00928,V0090,M023,2025-04-11,2025-04,36,Laptop,iOS
A00929,V0090,M023,2025-03-19,2025-03,40,TV,SmartTV
A00930,V0090,M023,2025-05-04,2025-05,38,TV,Android
A00931,V0090,M024,2025-02-20,2025-02,21,Laptop,iOS
A00932,V0090,M022,2025-02-07,2025-02,74,TV,iOS
A00933,V0091,M012,2025-05-02,2025-05,26,Mobile,Web
A00934,V0091,M019,2025-04-22,2025-04,100,Tablet,Android
A00935,V0091,M002,2025-01-31,2025-01,70,Tablet,Web
A00936,V0091,M023,2025-02-14,2025-02,68,Mobile,SmartTV
A00937,V0091,M021,2025-04-08,2025-04,100,Tablet,Web
A00938,V0092,M004,2025-01-30,2025-01,35,Tablet,Android
A00939,V0092,M001,2025-05-03,2025-05,32,TV,SmartTV
A00940,V0093,M021,2025-04-22,2025-04,93,TV,iOS
A00941,V0093,M011,2025-01-17,2025-01,88,TV,SmartTV
A00942,V0093,M023,2025-01-06,2025-01,91,Tablet,iOS
A00943,V0093,M017,2025-02-01,2025-02,35,TV,Android
A00944,V0093,M001,2025-04-25,2025-04,35,Mobile,Android
A00945,V0093,M019,2025-02-22,2025-02,40,Mobile,Web
A00946,V0093,M025,2025-01-09,2025-01,35,Laptop,Web
A00947,V0093,M018,2025-02-13,2025-02,20,TV,Web
A00948,V0093,M002,2025-03-17,2025-03,88,Tablet,Android
A00949,V0093,M019,2025-05-06,2025-05,60,Laptop,Android
A00950,V0093,M023,2025-01-26,2025-01,25,TV,iOS
A00951,V0093,M007,2025-02-06,2025-02,47,TV,Android
A00952,V0093,M019,2025-04-02,2025-04,36,Tablet,iOS
A00953,V0093,M018,2025-03-07,2025-03,68,TV,SmartTV
A00954,V0093,M015,2025-01-22,2025-01,74,TV,Android
A00955,V0093,M003,2025-03-10,2025-03,44,Laptop,Android
A00956,V0093,M014,2025-02-09,2025-02,75,Tablet,iOS
A00957,V0094,M003,2025-03-11,2025-03,88,Mobile,SmartTV
A00958,V0094,M003,2025-03-26,2025-03,31,Laptop,Web
A00959,V0094,M025,2025-03-11,2025-03,48,Laptop,iOS
A00960,V0094,M004,2025-04-07,2025-04,68,Mobile,iOS
A00961,V0094,M006,2025-03-20,2025-03,82,Mobile,Web
A00962,V0094,M023,2025-03-14,2025-03,54,Mobile,iOS
A00963,V0094,M006,2025-03-23,2025-03,43,Laptop,SmartTV
A00964,V0094,M016,2025-02-02,2025-02,21,TV,Android
A00965,V0094,M005,2025-04-07,2025-04,54,Mobile,Web
A00966,V0095,M022,2025-04-18,2025-04,78,TV,SmartTV
A00967,V0095,M012,2025-04-30,2025-04,56,Laptop,SmartTV
A00968,V0095,M017,2025-02-28,2025-02,31,Laptop,SmartTV
A00969,V0095,M025,2025-03-22,2025-03,30,Mobile,Android
A00970,V0095,M003,2025-02-12,2025-02,27,Mobile,Web
A00971,V0095,M018,2025-05-07,2025-05,74,TV,SmartTV
A00972,V0095,M016,2025-02-01,2025-02,21,TV,iOS
A00973,V0095,M023,2025-04-19,2025-04,88,Laptop,Android
A00974,V0095,M024,2025-01-11,2025-01,77,TV,Android
A00975,V0096,M003,2025-04-04,2025-04,85,Laptop,iOS
A00976,V0096,M014,2025-05-07,2025-05,41,Laptop,iOS
A00977,V0096,M011,2025-03-05,2025-03,35,Laptop,Web
A00978,V0096,M016,2025-03-17,2025-03,47,Mobile,SmartTV
A00979,V0096,M007,2025-03-20,2025-03,85,Mobile,SmartTV
A00980,V0096,M020,2025-05-05,2025-05,65,Mobile,SmartTV
A00981,V0096,M011,2025-03-18,2025-03,33,Mobile,Web
A00982,V0097,M013,2025-04-01,2025-04,32,Tablet,SmartTV
A00983,V0097,M007,2025-01-22,2025-01,85,TV,SmartTV
A00984,V0097,M004,2025-05-05,2025-05,39,Laptop,Android
A00985,V0097,M016,2025-04-12,2025-04,58,Laptop,SmartTV
A00986,V0097,M006,2025-03-10,2025-03,76,Tablet,Android
A00987,V0097,M005,2025-04-01,2025-04,75,Mobile,Web
A00988,V0097,M023,2025-02-20,2025-02,44,Laptop,iOS
A00989,V0098,M013,2025-04-18,2025-04,62,Mobile,Android
A00990,V0098,M022,2025-02-20,2025-02,54,Mobile,SmartTV
A00991,V0098,M016,2025-05-07,2025-05,36,Laptop,SmartTV
A00992,V0098,M017,2025-04-10,2025-04,34,Mobile,iOS
A00993,V0098,M005,2025-02-09,2025-02,84,Mobile,Android
A00994,V0098,M002,2025-03-29,2025-03,96,Mobile,SmartTV
A00995,V0099,M010,2025-03-14,2025-03,30,Tablet,Android
A00996,V0099,M020,2025-02-09,2025-02,85,TV,Android
A00997,V0099,M009,2025-01-30,2025-01,51,Tablet,Android
A00998,V0099,M016,2025-01-27,2025-01,84,TV,Android
A00999,V0099,M019,2025-02-08,2025-02,35,TV,SmartTV
A01000,V0099,M002,2025-03-12,2025-03,38,Tablet,iOS
A01001,V0099,M020,2025-02-21,2025-02,26,Tablet,SmartTV
A01002,V0099,M017,2025-03-20,2025-03,49,TV,Web
A01003,V0099,M014,2025-05-03,2025-05,85,Tablet,iOS
A01004,V0099,M010,2025-01-29,2025-01,66,Laptop,Web
A01005,V0099,M023,2025-04-18,2025-04,60,Mobile,Android
A01006,V0099,M002,2025-01-01,2025-01,61,TV,Web
A01007,V0099,M016,2025-03-13,2025-03,32,Tablet,Android
A01008,V0099,M009,2025-05-06,2025-05,62,Laptop,iOS
A01009,V0099,M004,2025-01-04,2025-01,90,TV,Web
A01010,V0099,M012,2025-04-03,2025-04,95,Laptop,Android
A01011,V0099,M021,2025-03-12,2025-03,94,Tablet,iOS
A01012,V0100,M005,2025-01-31,2025-01,95,TV,Android
A01013,V0100,M023,2025-04-25,2025-04,29,Laptop,Web
A01014,V0100,M024,2025-05-02,2025-05,88,TV,iOS
A01015,V0100,M005,2025-02-19,2025-02,90,Laptop,Web
A01016,V0100,M012,2025-04-25,2025-04,35,Tablet,iOS
A01017,V0101,M014,2025-01-06,2025-01,96,Laptop,Android
A01018,V0101,M010,2025-01-12,2025-01,27,TV,SmartTV
A01019,V0101,M016,2025-01-20,2025-01,76,Tablet,SmartTV
A01020,V0101,M013,2025-03-11,2025-03,43,Mobile,Android
A01021,V0101,M019,2025-02-25,2025-02,21,Tablet,Web
A01022,V0101,M010,2025-02-26,2025-02,54,Mobile,Android
A01023,V0101,M008,2025-01-12,2025-01,50,Laptop,iOS
A01024,V0101,M021,2025-02-07,2025-02,37,Laptop,iOS
A01025,V0101,M021,2025-03-05,2025-03,88,Mobile,iOS
A01026,V0101,M021,2025-03-30,2025-03,97,Laptop,Web
A01027,V0101,M003,2025-03-09,2025-03,37,Tablet,Web
A01028,V0101,M011,2025-01-15,2025-01,21,Laptop,Android
A01029,V0101,M024,2025-03-13,2025-03,52,Mobile,iOS
A01030,V0101,M024,2025-04-08,2025-04,52,TV,SmartTV
A01031,V0101,M008,2025-03-25,2025-03,46,Tablet,Android
A01032,V0101,M015,2025-03-01,2025-03,75,Laptop,Android
A01033,V0101,M016,2025-01-24,2025-01,43,Tablet,Android
A01034,V0102,M007,2025-05-06,2025-05,43,Laptop,iOS
A01035,V0102,M010,2025-02-11,2025-02,70,TV,iOS
A01036,V0102,M005,2025-01-19,2025-01,51,Tablet,SmartTV
A01037,V0102,M004,2025-02-05,2025-02,21,Mobile,SmartTV
A01038,V0102,M013,2025-01-06,2025-01,21,Mobile,Android
A01039,V0102,M008,2025-01-22,2025-01,38,Mobile,iOS
A01040,V0102,M004,2025-03-28,2025-03,30,TV,Android
A01041,V0103,M025,2025-04-24,2025-04,59,Laptop,SmartTV
A01042,V0103,M005,2025-03-04,2025-03,89,Laptop,iOS
A01043,V0103,M001,2025-01-12,2025-01,89,Laptop,iOS
A01044,V0103,M017,2025-04-17,2025-04,20,TV,iOS
A01045,V0103,M008,2025-04-20,2025-04,38,Laptop,Web
A01046,V0103,M008,2025-04-09,2025-04,34,Tablet,Android
A01047,V0103,M004,2025-02-27,2025-02,56,Laptop,iOS
A01048,V0103,M020,2025-03-27,2025-03,66,Mobile,iOS
A01049,V0103,M020,2025-02-08,2025-02,74,Laptop,Android
A01050,V0103,M022,2025-04-19,2025-04,58,Laptop,Web
A01051,V0103,M004,2025-03-11,2025-03,67,Laptop,iOS
A01052,V0103,M001,2025-02-08,2025-02,38,Laptop,Android
A01053,V0103,M013,2025-04-25,2025-04,81,Mobile,iOS
A01054,V0103,M019,2025-04-20,2025-04,55,TV,iOS
A01055,V0103,M011,2025-02-02,2025-02,69,Laptop,Web
A01056,V0103,M016,2025-04-19,2025-04,72,Laptop,Android
A01057,V0103,M021,2025-03-04,2025-03,73,Tablet,SmartTV
A01058,V0104,M018,2025-02-28,2025-02,30,Tablet,Android
A01059,V0104,M023,2025-01-23,2025-01,66,Mobile,Android
A01060,V0104,M001,2025-04-03,2025-04,80,TV,iOS
A01061,V0104,M002,2025-03-31,2025-03,37,Laptop,SmartTV
A01062,V0104,M005,2025-04-18,2025-04,46,TV,iOS
A01063,V0104,M024,2025-02-05,2025-02,38,Tablet,iOS
A01064,V0104,M023,2025-04-19,2025-04,26,Mobile,iOS
A01065,V0104,M016,2025-02-10,2025-02,38,Laptop,Android
A01066,V0104,M003,2025-03-04,2025-03,21,Tablet,Android
A01067,V0104,M025,2025-02-16,2025-02,37,Laptop,SmartTV
A01068,V0104,M014,2025-03-28,2025-03,21,Laptop,iOS
A01069,V0104,M005,2025-01-16,2025-01,24,TV,Android
A01070,V0104,M001,2025-04-12,2025-04,78,Laptop,Web
A01071,V0104,M023,2025-02-28,2025-02,40,Laptop,iOS
A01072,V0104,M017,2025-04-07,2025-04,47,Tablet,iOS
A01073,V0104,M008,2025-04-11,2025-04,91,Mobile,SmartTV
A01074,V0104,M016,2025-03-22,2025-03,71,Tablet,Android
A01075,V0104,M002,2025-04-06,2025-04,74,TV,Web
A01076,V0104,M004,2025-01-27,2025-01,66,Laptop,iOS
A01077,V0105,M010,2025-02-11,2025-02,33,Mobile,Android
A01078,V0105,M020,2025-01-03,2025-01,44,TV,iOS
A01079,V0105,M008,2025-03-10,2025-03,92,Mobile,SmartTV
A01080,V0105,M002,2025-01-13,2025-01,31,Laptop,iOS
A01081,V0105,M012,2025-03-14,2025-03,84,TV,Web
A01082,V0105,M025,2025-04-11,2025-04,65,TV,iOS
A01083,V0105,M011,2025-04-15,2025-04,84,Mobile,Android
A01084,V0105,M001,2025-04-08,2025-04,95,Mobile,Web
A01085,V0105,M006,2025-02-08,2025-02,79,Mobile,iOS
A01086,V0106,M007,2025-02-06,2025-02,40,Laptop,SmartTV
A01087,V0106,M005,2025-03-28,2025-03,66,Tablet,iOS
A01088,V0106,M023,2025-04-10,2025-04,46,Mobile,Android
A01089,V0106,M019,2025-05-08,2025-05,21,TV,Web
A01090,V0106,M018,2025-01-23,2025-01,32,Tablet,Web
A01091,V0106,M006,2025-03-17,2025-03,28,Laptop,Web
A01092,V0106,M012,2025-01-23,2025-01,42,Tablet,Web
A01093,V0106,M016,2025-03-07,2025-03,37,Mobile,SmartTV
A01094,V0106,M002,2025-04-04,2025-04,71,Tablet,Android
A01095,V0107,M012,2025-03-22,2025-03,30,Tablet,SmartTV
A01096,V0107,M009,2025-01-11,2025-01,27,TV,iOS
A01097,V0107,M005,2025-01-27,2025-01,68,TV,SmartTV
A01098,V0107,M003,2025-02-27,2025-02,79,Mobile,Web
A01099,V0107,M015,2025-04-30,2025-04,88,Tablet,iOS
A01100,V0107,M003,2025-02-16,2025-02,33,Tablet,SmartTV
A01101,V0107,M007,2025-04-13,2025-04,28,Laptop,Web
A01102,V0107,M020,2025-05-05,2025-05,80,Mobile,Web
A01103,V0107,M015,2025-01-10,2025-01,39,Tablet,Android
A01104,V0107,M021,2025-02-24,2025-02,92,Mobile,SmartTV
A01105,V0107,M002,2025-04-03,2025-04,80,TV,iOS
A01106,V0107,M007,2025-01-06,2025-01,74,Laptop,Web
A01107,V0107,M021,2025-02-15,2025-02,38,Mobile,Web
A01108,V0107,M013,2025-01-21,2025-01,77,Tablet,Android
A01109,V0107,M022,2025-03-08,2025-03,26,Mobile,SmartTV
A01110,V0107,M011,2025-03-18,2025-03,45,Laptop,SmartTV
A01111,V0108,M016,2025-02-11,2025-02,75,Laptop,SmartTV
A01112,V0108,M001,2025-02-20,2025-02,94,TV,Web
A01113,V0108,M022,2025-03-23,2025-03,39,Tablet,Android
A01114,V0108,M016,2025-03-23,2025-03,72,Laptop,iOS
A01115,V0108,M015,2025-02-02,2025-02,77,Mobile,iOS
A01116,V0108,M007,2025-02-18,2025-02,89,TV,SmartTV
A01117,V0108,M007,2025-03-31,2025-03,44,Mobile,Web
A01118,V0108,M012,2025-01-05,2025-01,59,Mobile,SmartTV
A01119,V0108,M021,2025-04-27,2025-04,72,Laptop,Web
A01120,V0108,M018,2025-04-20,2025-04,62,Mobile,Android
A01121,V0108,M015,2025-04-20,2025-04,42,TV,SmartTV
A01122,V0108,M013,2025-03-14,2025-03,75,Laptop,iOS
A01123,V0108,M003,2025-01-27,2025-01,22,Tablet,iOS
A01124,V0108,M016,2025-01-26,2025-01,76,Mobile,Web
A01125,V0108,M014,2025-02-24,2025-02,78,Tablet,iOS
A01126,V0108,M007,2025-05-01,2025-05,64,Tablet,SmartTV
A01127,V0108,M021,2025-04-12,2025-04,67,TV,Web
A01128,V0109,M022,2025-03-09,2025-03,73,TV,iOS
A01129,V0109,M014,2025-01-09,2025-01,23,TV,Web
A01130,V0109,M017,2025-03-23,2025-03,41,Tablet,Android
A01131,V0109,M018,2025-04-11,2025-04,98,Tablet,iOS
A01132,V0109,M019,2025-04-20,2025-04,69,TV,SmartTV
A01133,V0109,M011,2025-02-10,2025-02,49,Mobile,Android
A01134,V0109,M017,2025-01-31,2025-01,93,Tablet,Web
A01135,V0109,M018,2025-02-10,2025-02,46,Mobile,iOS
A01136,V0109,M001,2025-04-22,2025-04,100,TV,iOS
A01137,V0109,M020,2025-01-21,2025-01,68,Mobile,Android
A01138,V0110,M021,2025-04-02,2025-04,50,TV,Web
A01139,V0110,M007,2025-03-04,2025-03,68,Laptop,iOS
A01140,V0110,M009,2025-01-22,2025-01,100,Mobile,iOS
A01141,V0110,M004,2025-04-28,2025-04,35,Mobile,Android
A01142,V0110,M010,2025-03-09,2025-03,31,Mobile,SmartTV
A01143,V0110,M012,2025-02-23,2025-02,32,Tablet,iOS
A01144,V0110,M014,2025-01-19,2025-01,100,Mobile,Android
A01145,V0110,M022,2025-04-18,2025-04,60,Tablet,Android
A01146,V0110,M006,2025-03-18,2025-03,42,Mobile,iOS
A01147,V0110,M011,2025-03-30,2025-03,98,Mobile,Android
A01148,V0110,M017,2025-03-07,2025-03,44,Mobile,iOS
A01149,V0110,M017,2025-02-09,2025-02,66,Mobile,Android
A01150,V0110,M001,2025-03-25,2025-03,48,Mobile,Android
A01151,V0110,M009,2025-03-12,2025-03,45,Mobile,Web
A01152,V0110,M023,2025-03-17,2025-03,83,Tablet,SmartTV
A01153,V0110,M007,2025-03-06,2025-03,45,Laptop,SmartTV
A01154,V0111,M019,2025-03-21,2025-03,46,Tablet,SmartTV
A01155,V0111,M015,2025-04-19,2025-04,54,Laptop,iOS
A01156,V0111,M020,2025-04-09,2025-04,45,Laptop,Web
A01157,V0111,M021,2025-01-17,2025-01,41,Mobile,Web
A01158,V0111,M019,2025-04-15,2025-04,97,Laptop,SmartTV
A01159,V0112,M004,2025-02-16,2025-02,74,TV,Web
A01160,V0112,M008,2025-01-19,2025-01,67,Laptop,Android
A01161,V0113,M004,2025-01-03,2025-01,21,Laptop,Android
A01162,V0113,M015,2025-03-24,2025-03,91,Mobile,SmartTV
A01163,V0113,M010,2025-02-24,2025-02,47,Mobile,Web
A01164,V0113,M023,2025-01-20,2025-01,73,Tablet,Web
A01165,V0113,M011,2025-02-20,2025-02,26,Tablet,SmartTV
A01166,V0113,M002,2025-03-12,2025-03,35,Mobile,SmartTV
A01167,V0113,M006,2025-03-25,2025-03,69,TV,iOS
A01168,V0113,M010,2025-01-05,2025-01,93,Mobile,SmartTV
A01169,V0113,M010,2025-02-03,2025-02,24,Mobile,Web
A01170,V0113,M021,2025-01-05,2025-01,80,Mobile,SmartTV
A01171,V0113,M024,2025-03-19,2025-03,60,Laptop,SmartTV
A01172,V0113,M003,2025-03-22,2025-03,98,Mobile,SmartTV
A01173,V0114,M023,2025-04-27,2025-04,35,Laptop,iOS
A01174,V0114,M001,2025-02-27,2025-02,21,TV,iOS
A01175,V0114,M011,2025-04-22,2025-04,41,Mobile,Android
A01176,V0114,M024,2025-04-05,2025-04,20,Mobile,Web
A01177,V0114,M002,2025-01-29,2025-01,58,Mobile,Web
A01178,V0114,M011,2025-04-08,2025-04,41,TV,SmartTV
A01179,V0114,M004,2025-02-02,2025-02,38,Tablet,SmartTV
A01180,V0114,M022,2025-02-01,2025-02,87,TV,SmartTV
A01181,V0114,M022,2025-05-06,2025-05,61,Tablet,Android
A01182,V0114,M003,2025-03-09,2025-03,30,Laptop,Android
A01183,V0114,M022,2025-02-22,2025-02,29,Mobile,SmartTV
A01184,V0115,M007,2025-01-04,2025-01,47,Tablet,SmartTV
A01185,V0115,M007,2025-05-05,2025-05,63,TV,Web
A01186,V0115,M025,2025-03-21,2025-03,78,TV,iOS
A01187,V0116,M008,2025-04-04,2025-04,77,TV,SmartTV
A01188,V0116,M007,2025-01-18,2025-01,74,TV,Web
A01189,V0116,M019,2025-01-27,2025-01,79,Mobile,iOS
A01190,V0116,M008,2025-01-05,2025-01,43,Laptop,iOS
A01191,V0116,M016,2025-04-26,2025-04,53,Mobile,iOS
A01192,V0116,M012,2025-04-21,2025-04,39,Tablet,SmartTV
A01193,V0117,M011,2025-01-14,2025-01,54,Laptop,iOS
A01194,V0117,M002,2025-04-08,2025-04,74,TV,Web
A01195,V0117,M007,2025-04-14,2025-04,96,Laptop,SmartTV
A01196,V0117,M017,2025-04-21,2025-04,26,TV,iOS
A01197,V0117,M008,2025-01-30,2025-01,24,Laptop,Android
A01198,V0117,M003,2025-01-26,2025-01,48,Tablet,SmartTV
A01199,V0117,M013,2025-01-26,2025-01,54,Tablet,Android
A01200,V0117,M006,2025-02-22,2025-02,56,Laptop,iOS
A01201,V0117,M004,2025-02-17,2025-02,99,Tablet,Web
A01202,V0117,M023,2025-03-03,2025-03,60,Mobile,Android
A01203,V0117,M006,2025-03-27,2025-03,38,Mobile,SmartTV
A01204,V0117,M014,2025-03-27,2025-03,42,Laptop,iOS
A01205,V0117,M006,2025-01-03,2025-01,65,Tablet,iOS
A01206,V0117,M016,2025-03-05,2025-03,34,Mobile,iOS
A01207,V0117,M019,2025-03-16,2025-03,87,TV,Android
A01208,V0117,M025,2025-01-25,2025-01,58,Laptop,SmartTV
A01209,V0117,M016,2025-03-31,2025-03,52,Tablet,Web
A01210,V0117,M012,2025-04-28,2025-04,65,Laptop,Web
A01211,V0118,M025,2025-05-04,2025-05,54,Mobile,Android
A01212,V0118,M014,2025-02-26,2025-02,38,Laptop,SmartTV
A01213,V0118,M001,2025-03-04,2025-03,75,Laptop,Android
A01214,V0118,M024,2025-01-23,2025-01,68,Mobile,Web
A01215,V0118,M021,2025-04-26,2025-04,42,Laptop,Web
A01216,V0118,M011,2025-04-11,2025-04,73,Laptop,Web
A01217,V0118,M007,2025-01-11,2025-01,86,Laptop,iOS
A01218,V0118,M014,2025-04-27,2025-04,64,Laptop,iOS
A01219,V0118,M001,2025-05-08,2025-05,38,Tablet,Android
A01220,V0118,M017,2025-03-16,2025-03,91,TV,Web
A01221,V0118,M016,2025-03-15,2025-03,57,Mobile,SmartTV
A01222,V0118,M002,2025-02-25,2025-02,95,Mobile,iOS
A01223,V0118,M016,2025-03-20,2025-03,75,Laptop,iOS
A01224,V0118,M002,2025-03-06,2025-03,64,Laptop,Android
A01225,V0118,M003,2025-03-11,2025-03,45,Tablet,iOS
A01226,V0118,M010,2025-02-26,2025-02,80,Laptop,Android
A01227,V0118,M022,2025-04-09,2025-04,71,Mobile,Web
A01228,V0118,M010,2025-03-21,2025-03,92,Tablet,Web
A01229,V0119,M005,2025-02-21,2025-02,37,Tablet,Android
A01230,V0119,M010,2025-03-20,2025-03,58,Tablet,Android
A01231,V0119,M013,2025-04-22,2025-04,37,Tablet,Web
A01232,V0119,M017,2025-04-02,2025-04,65,Tablet,SmartTV
A01233,V0119,M014,2025-04-16,2025-04,23,Mobile,SmartTV
A01234,V0119,M003,2025-02-05,2025-02,58,TV,Web
A01235,V0119,M005,2025-03-17,2025-03,70,TV,SmartTV
A01236,V0119,M022,2025-01-02,2025-01,86,Tablet,iOS
A01237,V0119,M003,2025-01-15,2025-01,33,Laptop,iOS
A01238,V0119,M010,2025-05-04,2025-05,62,Mobile,iOS
A01239,V0119,M024,2025-01-14,2025-01,46,TV,SmartTV
A01240,V0119,M005,2025-02-27,2025-02,39,Laptop,Web
A01241,V0119,M024,2025-01-02,2025-01,99,TV,iOS
A01242,V0119,M003,2025-01-01,2025-01,97,Mobile,iOS
A01243,V0119,M008,2025-02-22,2025-02,80,Mobile,SmartTV
A01244,V0119,M013,2025-01-15,2025-01,58,Tablet,SmartTV
A01245,V0119,M006,2025-03-02,2025-03,53,Tablet,iOS
A01246,V0119,M014,2025-02-07,2025-02,22,TV,Android
